country,time,latitude,longitude,yield
China,1973-10-20T02:00:03Z,22.781631,108.273158,49
United States,1977-11-27T21:49:14Z,40.7345053,-111.8628205,34
China,1954-12-03T13:50:42Z,25.748455,116.747009,94
China,1992-10-17T20:17:12Z,30.310011,120.348422,99
Russia,2016-09-21T01:12:23Z,56.346821,30.538999,6
China,2012-05-09T16:21:56Z,39.10972,117.246625,60
China,2016-07-05T11:36:09Z,44.34072,129.4828511,67
Russia,1960-03-07T16:27:38Z,58.4705978,41.5474702,96
China,2011-03-30T11:19:05Z,18.903521,110.477642,49
China,1948-09-08T07:15:39Z,25.19786,99.233929,5
China,2001-12-30T05:00:39Z,29.648686,109.864472,57
Russia,1951-10-10T14:15:22Z,45.2759652,39.9140414,38
China,2017-01-26T14:31:33Z,24.884626,104.308675,80
Russia,2002-04-16T22:47:50Z,54.9787385,83.1136054,59
China,1950-04-13T03:07:54Z,31.364042,108.520914,34
Russia,1952-01-30T08:46:58Z,44.9869042,37.2580021,37
United States,1964-01-20T02:21:15Z,36.9262849,-76.0203323,97
United States,1964-04-11T13:50:05Z,36.8537392,-76.2652909,58
France,1997-05-07T10:26:11Z,44.190357,0.63968,59
Russia,1959-05-25T07:49:39Z,50.1010604,129.4430074,6
China,2000-02-13T04:26:04Z,31.298974,120.585289,21
France,2000-02-19T19:38:06Z,44.255137,5.262028,26
China,2004-05-14T14:38:10Z,30.841493,111.01537,76
China,1981-09-27T12:36:06Z,38.430793,100.812859,35
China,1943-06-15T05:46:26Z,37.2425649,111.8568586,13
China,1987-04-13T18:26:10Z,27.569678,116.63704,7
China,1981-03-03T10:49:12Z,34.6911,106.221144,40
China,1970-03-13T09:31:17Z,47.171717,124.863603,13
Russia,2000-11-01T13:24:18Z,56.178249,37.902732,75
Russia,1968-12-27T16:17:15Z,55.8389853,37.1414146,11
China,1946-08-21T04:34:11Z,32.748143,111.183426,23
China,2000-10-22T21:52:27Z,25.994869,111.984823,82
China,1952-09-26T20:46:29Z,30.124428,116.694183,38
Russia,1950-06-05T16:16:48Z,55.7213879,37.40292,40
China,1966-06-07T11:48:19Z,28.065524,112.217855,44
China,1968-10-04T08:43:41Z,22.4537995,112.9340394,78
Russia,1979-03-13T03:31:05Z,43.2261193,45.3885257,31
Pakistan,1991-04-23T15:19:35Z,28.7382793,69.1963258,17
France,1957-03-31T10:16:10Z,43.7441795,2.511999,89
China,1951-05-23T11:10:34Z,28.682892,115.858197,78
China,1992-03-05T07:13:59Z,40.608793,115.099494,51
China,1944-09-03T06:53:16Z,39.930131,116.373338,16
Russia,1953-03-12T00:53:57Z,62.0299471,129.7171247,28
China,1942-11-29T17:39:17Z,23.5958633,120.2858846,94
China,2010-09-08T05:40:13Z,27.738569,108.831887,54
China,1984-03-06T15:35:36Z,31.3219,121.01853,58
China,2008-03-26T04:43:54Z,38.520089,102.188043,31
China,2016-07-03T15:17:44Z,31.938731,113.165197,38
China,1984-09-04T08:50:07Z,34.151624,109.323479,60
Russia,2003-05-07T05:29:26Z,51.6591155,39.0641146,82
China,2012-09-30T00:41:38Z,22.302496,113.363816,5
China,1977-07-04T17:31:20Z,24.722747,118.152148,22
China,1988-05-27T02:10:23Z,31.874138,103.573122,43
Russia,1951-01-01T18:44:30Z,55.0764307,98.8426483,84
China,1947-11-19T12:18:35Z,35.332666,107.36785,26
China,1955-08-18T18:21:02Z,27.8096522,120.445031,12
France,1979-09-09T02:06:53Z,46.6698573,0.3697581,63
Russia,2006-03-17T07:48:00Z,56.7962374,45.4671248,99
United States,1950-06-17T09:05:41Z,40.7525629,-73.976024,59
China,1965-08-17T21:39:05Z,33.844582,115.778676,97
Russia,1951-11-21T10:57:52Z,53.3791711,50.3248312,94
China,1982-06-17T07:08:16Z,41.28932,111.206475,29
China,1961-03-11T02:57:08Z,30.933652,94.7078,70
China,1967-11-06T16:06:59Z,43.817071,125.323544,49
China,1970-12-13T07:30:12Z,24.9938893,110.4541138,37
Russia,1996-02-11T09:39:24Z,55.807167,37.500595,29
Pakistan,1993-09-25T21:51:18Z,30.8043158,72.2069276,58
United States,2004-11-10T19:41:54Z,41.6,-93.61,99
Russia,1992-05-09T22:37:06Z,60.008624,30.412653,69
China,1969-08-18T00:48:45Z,38.9421248,121.4849128,82
China,1973-02-16T09:26:21Z,38.042805,114.514893,30
China,1977-07-06T21:59:54Z,25.991991,119.368971,28
United Kingdom,1969-03-02T13:05:22Z,52.574095,-0.672296,34
France,1968-08-02T20:48:09Z,49.0096906,2.5479245,4
Russia,1960-10-05T15:01:09Z,55.9562612,92.5796162,82
China,1979-03-03T11:13:00Z,29.763892,121.513271,9
China,1985-06-24T23:33:21Z,44.412308,131.152545,64
France,2015-01-25T00:07:10Z,48.9101028,2.234305,98
Russia,1949-11-08T14:03:53Z,62.216473,135.8549959,56
China,2015-10-18T00:58:34Z,27.522069,116.336069,91
